30F33A	+plugg srl
000DF8	ORGA Kartensysteme GmbH
F01E34	ORICO Technologies Co., Ltd
003033	ORIENT TELECOM CO., LTD.
B8186F	ORIENTAL MOTOR CO., LTD.
54F5B6	ORIENTAL PACIFIC INTERNATIONAL LIMITED
00D034	ORMEC SYSTEMS CORP.
0020AE	ORNET DATA COMMUNICATION TECH.
00B02A	ORSYS GmbH
0023B5	ORTANA LTD
E09579	ORTHOsoft inc, d/b/a Zimmer CAS
00A0C1	ORTIVUS MEDICAL AB
00E094	OSAI SRL
00206A	OSAKA COMPUTER CORP.
C0AA68	OSASI Technos Inc.
000120	OSCILLOQUARTZ S.A.
00C06B	OSI Plus Corporation
0014F5	OSI Security Devices
00D0A1	OSKAR VIERLING GMBH + CO. KG
0015D6	OSLiNK Sp. z o.o.
009094	OSPREY TECHNOLOGIES, INC.
7CB03E	OSRAM GmbH
0020D3	OST (Ouet Standard Telematique)
803457	OT Systems Limited
0003DE	OTC Wireless
001535	OTE Spa
98FF6A	OTEC(Shanghai)Technology Co.,Ltd.
00D085	OTIS ELEVATOR COMPANY
389F83	OTN Systems N.V.
000AEF	OTRUM ASA
9CFFBE	OTSL Inc.
001391	OUEN CO.,LTD.
000888	OULLIM Information Technology Inc,.
00A072	OVATION SYSTEMS LTD.
38F8CA	OWIN Inc.
0010A5	OXFORD INSTRUMENTS
0030E0	OXFORD SEMICONDUCTOR LTD.
0050FA	OXTEL, LTD.
005063	OY COMSEL SYSTEM AB
000C67	OYO ELECTRIC CO.,LTD
00C0E9	Oak Solutions Ltd
000338	Oak Technology
C8A2CE	Oasis Media Systems LLC
087572	Obelux Oy
9CADEF	Obihai Technology, Inc.
002344	Objective Interface Systems, Inc.
7CA97D	Objenious
68F956	Objetivos y Servicio de Valor Añadido
E4C146	Objetivos y Servicios de Valor A
D86194	Objetivos y Sevicios de Valor Añadido
0C3956	Observator instruments
001777	Obsidian Research Corporation
001EC6	Obvius Holdings LLC
000F63	Obzerv Technologies
000286	Occam Networks
001309	Ocean Broadband Networks
0040D8	Ocean Office Automation Ltd
00198D	Ocean Optics, Inc.
B89AED	OceanServer Technology, Inc
000B40	Oclaro
CC5076	Ocom Communications, Inc.
0011B7	Octalix B.V.
000C90	Octasic Inc.
000A24	Octave Communications
9C685B	Octonion SA
3C92DC	Octopod Technology Co. Ltd.
68CA00	Octopus Systems Limited
000421	Ocular Networks
000DBA	Océ Document Technologies GmbH
00216C	Odva
0007B0	Office Details, Inc.
D8337F	Office FA.com Co.,Ltd.
000000	Officially Xerox
00C02A	Ohkura Electric Co
00048E	Ohm Tech Labs, Inc.
3CA31A	Oilfind International LLC
001157	Oki Electric Industry Co., Ltd.
008087	Okidata
00C02F	Okuma Corp
70828E	OleumTech Corporation
000024	Olicom
0000C1	Olicom A/S
000A78	Olitec
E0E8E8	Olive Telecommunication Pvt. Ltd
001557	Olivetti
000DB0	Olym-tech Co.,Ltd.
000E31	Olympus Soft Imaging Solutions GmbH
0004F7	Omega Band, Inc.
F03A55	Omega Elektronik AS
0004D7	Omitec Instrumentation Ltd.
583CC6	Omneality Ltd.
0015EE	Omnex Control Systems
000607	Omni Directional Control Technology Inc.
9C611D	Omni-ID USA, Inc.
0003BD	OmniCluster Technologies, Inc.
C80E95	OmniLync Inc.
0016F1	OmniSense, LLC
00B5D6	Omnibit Inc.
004067	Omnibyte Corporation
000932	Omnilux
782544	Omnima Limited
C44B44	Omniprint Inc.
2817CE	Omnisense Ltd
000687	Omnitron Systems Technology, Inc.
ECE744	Omntec mfg. inc
002209	Omron Healthcare Co., Ltd
00250F	On-Ramp Wireless, Inc.
00220A	OnLive, Inc
00135C	OnSite Systems, Inc.
CC5459	OnTime Networks AS
00263B	Onbnetech
00246F	Onda Communication spa
28CBEB	One
000225	One Stop Systems
0012EF	OneAccess SA
00240D	OnePath Networks LTD.
C0EEFB	OnePlus Tech (Shenzhen) Ltd
94652D	OnePlus Technology (Shenzhen) Co., Ltd
00806F	Onelan Ltd
0003EF	Oneline AG
000A67	Ongcorp
0009C2	Onity, Inc.
000FBC	Onkey Technologies, Inc.
0009B0	Onkyo Corporation
001751	Online Corporation
000D80	Online Development Inc
100D2F	Online Security Pty. Ltd.
B86091	Onnet Technologies and Innovations LLC
0019F7	Onset Computer Corporation
B01B7C	Ontrol A.S.
9031CD	Onyx Healthcare Inc.
2C7ECF	Onzo Ltd
001861	Ooma, Inc.
002402	Op-Tection GmbH
001A06	OpVista, Inc.
001E6C	Opaque Systems
004035	Opcom
000C80	Opelcomm Inc.
5C2AEF	Open Access Pty Ltd
00222F	Open Grid Computing, Inc.
0014BB	Open Interface North America
AC8674	Open Mesh, Inc.
000291	Open Network Co., Ltd.
A42305	Open Networking Laboratory
000CEF	Open Networks Engineering Ltd
A4F3C1	Open Source Robotics Foundation, Inc.
50F003	Open Stack, Inc.
E0DB88	Open Standard Digital-IF Interface for SATCOM Systems
0011B6	Open Systems International
000E92	Open Telecom
581F67	Open-m technology limited
0050A8	OpenCon Systems, Inc.
0013C6	OpenGear, Inc
001405	OpenIB, Inc.
64DB18	OpenPattern
1C63B7	OpenProducts 237 AB
046E02	OpenRTLS Group
A09805	OpenVox Communication Co Ltd
08FC52	OpenXS BV
000C2E	Openet information technology(shenzhen) Co., Ltd.
7C9763	Openmatics s.r.o.
80C862	Openpeak, Inc
00058C	Opentech Inc.
001EAF	Ophir Optronics Ltd
000731	Ophir-Spiricon LLC
000933	Ophit Co.Ltd.
003029	Opicom
A0415E	Opsens Solution Inc.
0004BE	OptXCon, Inc.
C86CB6	Optcom Co., Ltd.
004039	Optec Daiichi Denko Co Ltd
002479	Optec Displays, Inc.
949F3F	Optek Digital Technology company limited
00180C	Optelian Access Networks
0007A2	Opteon Corporation
00063E	Opthos Inc.
000D95	Opti-cell, Inc.
CCBE71	OptiLogix BV
00039C	OptiMight Communications, Inc.
284121	OptiSense Network, LLC
00160E	Optica Technologies Inc.
000490	Optical Access
000A1D	Optical Communications Products Inc.
000052	Optical Data Systems
000F40	Optical Internetworking Forum
0006E8	Optical Network Testing, Inc.
0026DC	Optical Systems Design
0008EC	Optical Zonu Corporation
44C4A9	Opticom Communication, LLC
0017D0	Opticom Communications, LLC
001C95	Opticomm Corporation
3889DC	Opticon Sensors Europe B.V.
0006F1	Optillion
0018FD	Optimal Technologies International Inc.
001CE3	Optimedical Systems
0040EE	Optimem
000FFA	Optinel Systems, Inc.
000CE3	Option International N.V.
00098C	Option Wireless Sweden
000E52	Optium Corporation
00A03D	Opto-22
E42F56	OptoMET GmbH
002124	Optos Plc
002289	Optosecurity Inc.
000EFA	Optoway Technology Incorporation
740EDB	Optowiz Co., Ltd
00031E	Optranet, Inc.
0030BC	Optronic AG
0080F1	Opus
24B8D2	Opzoon Technology Co.,Ltd.
000017	Oracle
00015D	Oracle Corporation
001F2B	Orange Logic
E4D71D	Oraya Therapeutics
E0ABFE	Orb Networks, Inc.
000EEC	Orban
5414FD	Orbbec 3D Technology International
00F403	Orbis Systems Oy
446755	Orbit Irrigation
001108	Orbital Data Corporation
000D99	Orbital Sciences Corp.; Launch Systems Group
002017	Orbotech
6886E7	Orbotix, Inc.
8CA5A1	Oregano-               # Oregano Systems - Design & Consulting GmbH
38A86B	Orga BV
001337	Orient Power Home Network Ltd.
000176	Orient Silver Enterprises
000C75	Oriental integrated electronics. LTD
000AD7	Origin ELECTRIC CO.,LTD.
08512E	Orion Diagnostica Oy
000C3B	Orion Electric Co., Ltd.
000F8B	Orion MultiSystems Inc
000742	Ormazabal
00210E	Orpak Systems L.T.D.
0026D5	Ory Solucoes em Comercio de Informatica Ltda.
000ED1	Osaka Micro Computer.
000401	Osaki Electric Co., Ltd.
00C0E3	Ositech Communications Inc
0007A3	Ositis Software, Inc.
9CA577	Osorno Enterprises Inc.
841826	Osram GmbH
80A85D	Osterhout Design Group
001702	Osung Midicom Co., Ltd
000601	Otanikeiki Co., Ltd.
000542	Otari, Inc.
00198E	Oticon A/S
001612	Otsuka Electronics Co., Ltd.
E441E6	Ottec Technology GmbH
444450	Ottoq
6C8CDB	Otus Technologies Ltd
0022A8	Ouman Oy
E82E24	Out of the Fog Research LLC
284ED7	OutSmart Power Systems, Inc.
68856A	OuterLink Corporation
000D4C	Outline Electronics Ltd.
B85AF7	Ouya, Inc
001D5F	OverSpeed SARL
F8811A	Overkiz
00900D	Overland Storage Inc.
00057A	Overture Networks
0007C1	Overture Networks, Inc.
000AC6	Overture Networks.
2C081C	Ovh
001D1A	OvisLink S.A.
001E78	Owitek Technology Ltd.,
000C3A	Oxance
001633	Oxford Diagnostics Ltd.
000037	Oxford Metrics Ltd
000B50	Oxygnet
7076DD	Oxyguard International A/S
4C5DCD	Oy Finnish Electric Vehicle Technologies Ltd
38BB23	OzVision America LLC
000D01	P&E Microcomputer Systems, Inc.
685388	P&S Technology
00107C	P-COM, INC.
00022F	P-Cube, Ltd.
00141E	P.A. Semi, Inc.
A082C7	P.T.I Co.,LTD
649A12	P2 Mobile Technologies Limited
002458	PA Bastion CC
000360	PAC Interactive Technology, Inc.
000D35	PAC International Ltd
000126	PAC Labs
F0EE58	PACE Telematics GmbH
002024	PACIFIC COMMUNICATION SCIENCES
0060AF	PACIFIC MICRO DATA, INC.
009061	PACIFIC RESEARCH & ENGINEERING CORPORATION
002009	PACKARD BELL ELEC., INC.
0060FB	PACKETEER, INC.
E4FA1D	PAD Peripheral Advanced Design Inc.
0013D2	PAGE IBERICA, S.A.
000F81	PAL Pacific Inc.
5CC9D3	PALLADIUM ENERGY ELETRONICA DA AMAZONIA LTDA
0050F6	PAN-INTERNATIONAL INDUSTRIAL CORP.
0020D9	PANASONIC TECHNOLOGIES, INC./MIECO-US
0020F5	PANDATEL AG
0050E7	PARADISE INNOVATIONS (ASIA)
0020F9	PARALINK NETWORKS, INC.
009055	PARKER HANNIFIN CORPORATION COMPUMOTOR DIVISION
00121C	PARROT SA
008075	PARSYTEC GMBH
0060A6	PARTICLE MEASURING SYSTEMS
000CD6	PARTNER TECH
00603F	PATAPSCO DESIGNS
006045	PATHLIGHT TECHNOLOGIES
00D0C7	PATHWAY, INC.
8039E5	PATLITE CORPORATION
00A0BA	PATTON ELECTRONICS CO.
001DCA	PAV Electronics Limited
306112	PAV GmbH
00109F	PAVO, INC.
00176F	PAX Computer Technology(Shenzhen) Ltd.
0001D3	PAXCOMM, Inc.
004093	PAXDATA NETWORKS LTD.
2826A6	PBR electronics GmbH
000DB9	PC Engines GmbH
000FA9	PC Fabrik
080076	PC LAN TECHNOLOGIES
00012E	PC Partner Ltd.
002514	PC Worth Int'l Co., Ltd.
000BAD	PC-PoS Inc.
004000	PCI COMPONENTES DA AMZONIA LTD
002213	PCI CORPORATION
00085E	PCO AG
080027	PCS Computer Systems GmbH
00038D	PCS Revenue Control Systems, Inc.
000F4F	PCS Systemtechnik GmbH
0002F4	PCTEL, Inc.
0050FE	PCTVnet ASA
001A1D	PChome Online Inc.
0002D4	PDA Peripherals, Inc.
0012EB	PDH Solutions, LLC
001431	PDL Electronics Ltd
00602B	PEAK AUDIO
F073AE	PEAK-System Technik
00901D	PEC (NZ) LTD.
001569	PECO II, Inc.
0080E6	PEER NETWORKS, INC.
0071C2	PEGATRON CORPORATION
009032	PELCOMBE GROUP LTD.
0015F3	PELTOR AB
001BCB	PEMPEK SYSTEMS PTY LTD
A4B818	PENTA Gesellschaft für elektronische Industriedatenverarbeitung mbH
00306A	PENTA MEDIA CO., LTD.
00D004	PENTACOM LTD.
001AF5	PENTAONE. CO., LTD.
006075	PENTEK, INC.
008082	PEP Modular Computers Gmbh
005095	PERACOM NETWORKS
00A074	PERCEPTION TECHNOLOGY
00244B	PERCEPTRON INC
EC3E09	PERFORMANCE DESIGNED PRODUCTS, LLC
0060A5	PERFORMANCE TELECOM CORP.
006023	PERICOM SEMICONDUCTOR CORP.
004002	PERLE SYSTEMS LIMITED
001C7C	PERQ SYSTEMS CORPORATION
0090EE	PERSONAL COMMUNICATIONS TECHNOLOGIES
B4F323	PETATEL INC.
005023	PG DESIGN ELECTRONICS, INC.
00E058	PHASE ONE DENMARK A/S
00103D	PHASECOM, LTD.
00609F	PHAST CORPORATION
009020	PHILIPS ANALYTICAL X-RAY B.V.
08006F	PHILIPS APELDOORN B.V.
005009	PHILIPS BROADBAND NETWORKS
001ECF	PHILIPS ELECTRONICS UK LTD
00D0DE	PHILIPS MULTIMEDIA NETWORK
00A045	PHOENIX CONTACT Electronics GmbH
00D08D	PHOENIX GROUP, INC.
00C09A	PHOTONICS CORPORATION
00D08A	PHOTRON USA
000D82	PHS srl
0014B5	PHYSIOMETRIX,INC
60C658	PHYTRONIX Co.,Ltd.
002115	PHYWE Systeme GmbH & Co. KG
00E0B7	PI GROUP, LTD.
005032	PICAZO COMMUNICATIONS, INC.
0080DC	PICKER INTERNATIONAL
0022F8	PIMA Electronic Systems Ltd.
00D01E	PINGTEL CORP.
0006A5	PINON Corp.
00E036	PIONEER CORPORATION
009024	PIPELINKS, INC.
080018	PIRELLI FOCOM NETWORKS
006020	PIVOTAL NETWORKING, INC.
00D0BF	PIVOTAL TECHNOLOGIES
00400A	PIVOTAL TECHNOLOGIES, INC.
080043	PIXEL COMPUTER INC.
002003	PIXEL POWER LTD.
00E09F	PIXEL VISION
7C6C39	PIXSYS SRL
04E9E5	PJRC.COM, LLC
0015D9	PKC Electronics Oy
001F66	PLANAR LLC
00164C	PLANET INT Co., Ltd
0012FC	PLANET System Co.,LTD
00304F	PLANET Technology Corporation
0022CF	PLANEX COMMUNICATIONS INC.
000389	PLANTRONICS, INC.
000A85	PLAT'C2,Inc
304449	PLATH GmbH
0017FF	PLAYLINE Co.,Ltd.
9CD332	PLC Technology Ltd
140C5B	PLNetworks
3CB72B	PLUMgrid Inc
00D00E	PLURIS, INC.
001212	PLUS  Corporation
00038B	PLUS-ONE I&T, Inc.
00E012	PLUTO TECHNOLOGIES INTERNATIONAL INC.
000EDF	PLX Technology
0002AA	PLcom Co., Ltd.
00E004	PMC-SIERRA, INC.
00609D	PMI FOOD EQUIPMENT GROUP
44568D	PNC Technologies  Co., Ltd.
000C10	PNI Corporation
F8DB4C	PNY Technologies, INC.
001085	POLARIS COMMUNICATIONS, INC.
001B28	POLYGON, JSC
001379	PONDER INFORMATION INDUSTRIES LTD.
000E90	PONICO CORP.
0090FB	PORTWELL, INC.
00037E	PORTech Communications, Inc.
600417	POSBANK CO.,LTD
006012	POWER COMPUTING CORPORATION
2CA30E	POWER DRAGON DEVELOPMENT LIMITED
006078	POWER MEASUREMENT LTD.
002184	POWERSOFT SRL
685B36	POWERTECH INDUSTRIAL CO., LTD.
000808	PPT Vision, Inc.
008078	PRACTICAL PERIPHERALS, INC.
3C04BF	PRAVIS SYSTEMS Co.Ltd.,
00906E	PRAXON, INC.
00402E	PRECISION SOFTWARE, INC.
00A01B	PREMISYS COMMUNICATIONS, INC.
00D04A	PRESENCE TECHNOLOGY GMBH
C401CE	PRESITION (2000) CO., LTD.
00E08D	PRESSURE SYSTEMS, INC.
002083	PRESTICOM INCORPORATED
0020CB	PRETEC ELECTRONICS CORP.
E8DFF2	PRF Co., Ltd.
1C973D	PRICOM Design
1C5C55	PRIMA Cinema, Inc
4C1A3A	PRIMA Research And Production Enterprise Ltd.
00209C	PRIMARY ACCESS CORP.
0020B8	PRIME OPTION, INC.
00D013	PRIMEX AEROSPACE COMPANY
B8C46F	PRIMMCON INDUSTRIES INC
00401B	PRINTER SYSTEMS CORP.
006077	PRISA NETWORKS
00D011	PRISM VIDEO, INC.
0015AB	PRO CO SOUND INC
00064F	PRO-NETS Technology Corporation
9C83BF	PRO-VISION, Inc.
001A82	PROBA Building Automation Co.,LTD
5454CF	PROBEDIGITAL CO.,LTD
9CB206	PROCENTEC
0009C1	PROCES-DATA A/S
0060B2	PROCESS CONTROL CORP.
001012	PROCESSOR SYSTEMS (I) PVT LTD
14373B	PROCOM Systems
000028	PRODIGY SYSTEMS CORPORATION
000ECF	PROFIBUS Nutzerorganisation e.V.
010ECF	PROFINET Multicast
001503	PROFIcomms s.r.o.
005077	PROLIFIC TECHNOLOGY, INC.
2C5AA3	PROMATE ELECTRONIC CO.LTD
44A689	PROMAX ELECTRONICA SA
00E03B	PROMINET CORPORATION
381766	PROMZAKAZ LTD.
00204A	PRONET GMBH
002064	PROTEC MICROSYSTEMS, INC.
009005	PROTECH SYSTEMS CO., LTD.
542CEA	PROTECTRON
001EFA	PROTEI Ltd.
0010C5	PROTOCOL TECHNOLOGIES, INC.
00900A	PROTON ELECTRONIC INDUSTRIAL CO., LTD.
000ACF	PROVIDEO Multimedia Co. Ltd.
18A958	PROVISION THAI CO., LTD.
00E038	PROXIMA CORPORATION
001FF6	PS Audio International
900A3A	PSG Plastic Service GmbH
0005DB	PSI Nentec GmbH
006063	PSION DACOM PLC.
A03A75	PSS Belgium N.V.
B04BBF	PT HAN SUNG ELECTORONICS INDONESIA
000691	PT Inovacao
CC19A8	PT Inovação e Sistemas SA
FCA22A	PT. Callysta Multi Engineering
001E47	PT. Hariff Daya Tunggal Engineering
00F860	PT. Panggung Electric Citrabuana
0C9301	PT. Prasimax Inovasi Teknologi
0019FC	PT. Ufoakses Sukses Luarbiasa
983713	PT.Navicom Indonesia
C8E776	PTCOM Technology
0012B7	PTW Freiburg
F8A9DE	PUISSANCE PLUS
000CDF	PULNiX America, Inc
0020C0	PULSE ELECTRONICS, INC.
0000D6	PUNCH LINE HOLDING
24A937	PURE Storage
00A061	PURITAN BENNETT
F04A2B	PYRAMID Computer GmbH
00229D	PYUNG-HWA IND.CO.,LTD
00217D	PYXIS S.R.L.
001A61	PacStar Corp.
AC5D10	Pace Americas
78D34F	Pace-O-Matic, Inc.
C0F1C4	Pacidal Corporation Ltd.
002408	Pacific Biosciences
000304	Pacific Broadband Communications
000B05	Pacific Broadband Networks
00056D	Pacific Corporation
0005C3	Pacific Instruments, Inc.
002175	Pacific Satellite International Ltd.
003037	Packard Bell Nec Services
804731	Packet Design, Inc.
0003C1	Packet Dynamics Ltd
74CE56	Packet Force Technology Limited Company
002356	Packet Forensics LLC
001C69	Packet Vision Ltd
98C845	PacketAccess
000635	PacketAir Networks, Inc.
001F6A	PacketFlux Technologies, Inc.
0008AE	PacketFront Network Products AB
00152E	PacketHop, Inc.
0005FD	PacketLight Networks Ltd.
00136F	PacketMotion, Inc.
68DCE8	PacketStorm Communications
00E042	Pacom Systems Ltd.
001C56	Pado Systems, Inc.
002113	Padtec S/A
0040D2	Pagine Corporation
0020A7	Pairgain Technologies, Inc.
C4BBEA	Pakedge Device and Software Inc
90A7C1	Pakedge Device and Software Inc.
C8903E	Pakton Technologies
001B22	Palit Microsystems ( H.K.) Ltd.
0007E0	Palm Inc.
00046B	Palm Wireless, Inc.
001DFE	Palm, Inc
000FC3	PalmPalm Technology, Inc.
00181F	Palmmicro Communications
000945	Palmmicro Communications Inc
001B17	Palo Alto Networks
0016BF	PaloDEx Group Oy
90D11B	Palomar Medical Technologies
001FB9	Paltronics
000A29	Pan Dacom Networking AG
444F5E	Pan Studios Co.,Ltd.
001838	PanAccess Communications,Inc.
38580C	Panaccess Systems GmbH
000903	Panasas, Inc
04209A	Panasonic AVC Networks Company
D8AFF1	Panasonic Appliances Company
24A87D	Panasonic Automotive Systems Asia Pacific(Thailand)Co.,Ltd.
E0EE1B	Panasonic Automotive Systems Company of America
001BD3	Panasonic Corp. AVC Company
001267	Panasonic Corporation
20C6EB	Panasonic Corporation AVC Networks Company
74D7CA	Panasonic Corporation Automotive
304C7E	Panasonic Electric Works Automation Controls Techno Co.,Ltd.
005040	Panasonic Electric Works Co., Ltd.
000F12	Panasonic Europe Ltd.
00E05C	Panasonic Healthcare Co., Ltd.
3C6FEA	Panasonic India Pvt. Ltd.
001987	Panasonic Mobile Communications Co., Ltd.
54CD10	Panasonic Mobile Communications Co.,Ltd.
BCC342	Panasonic System Networks Co., Ltd.
34F6D2	Panasonic Taiwan Co.,Ltd.
9CEFD5	Panda Wireless, Inc.
BC38D2	Pandachip Limited
68831A	Pandora Mobility Corporation
000F9C	Panduit Corp
00135B	PanelLink Cinema, LLC
001642	Pangolin
000A9F	Pannaway Technologies, Inc.
001C02	Pano Logic
881036	Panodic(ShenZhen) Electronics Limted
F4600D	Panoptic Technology, Inc
001393	Panta Systems, Inc.
A078BA	Pantech Co., Ltd.
000FE4	Pantech Co.,Ltd
0015D3	Pantech&               # Pantech&Curitel Communications, Inc.
0040B3	ParTech Inc.
001CF8	Parade Technologies, Ltd.
7CB77B	Paradigm Electronics Inc
001364	Paradigm Technology Inc..
001129	Paradise Datacom Ltd.
306118	Paradom Inc.
848433	Paradox Engineering SA
001FF1	Paradox Hellas S.A.
0019BA	Paradox Security Systems Ltd
00E039	Paradyne 7112 T1 DSU/CSU
0003AF	Paragea Communications
000EBC	Paragon Fidelity GmbH
000235	Paragon Networks International
2059A0	Paragon Technologies Inc.
00168B	Paralan Corporation
2CA539	Parallel Wireless, Inc
001C42	Parallels, Inc.
000219	Paralon Technologies
000A23	Parama Networks Inc
00174E	Parama-tech Co.,Ltd.
001307	Paravirtual Corporation
00158B	Park Air Systems Ltd
846EB1	Park Assist LLC
000DAB	Parker Hannifin GmbH Electromechanical Division Europe
B8288B	Parker Hannifin Manufacturing (UK) Ltd
A0043E	Parker Hannifin Manufacturing Germany GmbH & Co. KG
000D46	Parker SSD Drives
000E5B	ParkerVision - Direct2Data
A4B980	Parking BOXX Inc.
000416	Parks S/A Comunicacoes Digitais
34CE94	Parsec (Pty) Ltd
001CC2	Part II Research, Inc.
30785C	Partow Tamas Novin (Parman)
0432F4	Partron
001EF9	Pascom Kommunikations systeme GmbH.
946124	Pason Systems
000CD5	Passave Inc.
D08B7E	Passif Semiconductor
40A6A4	PassivSystems Ltd
7C3E9D	Patech
DC5E36	Paterson Technology
0004A1	Pathway Connectivity
0004CE	Patria Ailon
C09132	Patriot Memory
384369	Patrol Products Consortium LLC
DCE026	Patrol Tag, Inc
04BBF9	Pavilion Data Systems Inc
582BDB	Pax AB
0004EB	Paxonet Communications, Inc.
000BD6	Paxton Access Ltd
B875C0	PayPal, Inc.
7C79E8	PayRange Inc.
001916	PayTec AG
B8E589	Payter BV
001E72	Pcs
0026D2	Pcube Systems, Inc.
001ADD	PePWave Ltd
0090C1	Peco II, Inc.
000C54	Pedestal Networks, Inc
0004CC	Peek Traffic B.V.
ACA430	Peerless AV
0017B5	Peerless Systems Corporation
001A83	Pegasus Technologies Inc.
00131E	Peiker acustic GmbH & Co. KG
0004FE	Pelago Networks
00047D	Pelco
AC040B	Peloton Interactive, Inc
B43934	Pen Generations, Inc.
B8CD93	Penetek, Inc
6C641A	Penguin Computing
0008A5	Peninsula Systems Inc.
0080C0	Penril Datability Networks
0007AD	Pentacon GmbH Foto-und Feinwerktechnik
00124F	Pentair Thermal Management
24470E	PentronicAB
B0C8AD	People Power Company
985D46	PeopleNet Communication
987770	Pep Digital Technology (Guangzhou) Co., Ltd
00116E	Peplink International Ltd.
000D81	Pepperl+               # Pepperl+Fuchs GmbH
20CEC4	Peraso Technologies
0011D2	Perception Digital Ltd
08008A	PerfTech, Inc.
0012C8	Perfect tech
001C7A	Perfectone Netware Company Ltd
00156B	Perfisans Networks Corp.
001094	Performance Analysis Broadband, Spirent plc
00C08C	Performance Technologies Inc
000F5A	Peribit Networks
008001	Periphonics Corporation
00609C	Perkin-Elmer Incorporated
105C3B	Perma-Pipe, Inc.
1C330E	PernixData
84A788	Perples
0018A6	Persistent Systems, LLC
00C0C6	Personal Media Corp
2C5FF3	Pertronic Industries
00069D	Petards Ltd
000DCB	Petcomkorea Co., Ltd.
0001BD	Peterson Electro-Musical Products, Inc.
640DE6	Petra Systems
001B0F	Petratec
2CEE26	Petroleum Geo-Services
001C4C	Petrotest Instruments
E0A30F	Pevco
CC944A	Pfeiffer Vacuum GmbH
001C2F	Pfister GmbH
008017	Pfu
001F7F	Phabrix Limited
00138B	Phantom Technologies LLC
002411	PharmaSmart LLC
001156	Pharos Systems NZ
1C8F8A	Phase Motion Control SpA
10E8EE	PhaseSpace
003003	Phasys Ltd.
001A50	PheeNet Technology Corp.
D8C8E9	Phicomm (Shanghai) Co., Ltd.
001B0B	Phidgets Inc.
00246E	Phihong USA Corp.
18CC23	Philio Technology Corporation
00054E	Philips
00026C	Philips CFT
00251B	Philips CareServant
0008C6	Philips Consumer Communications
1C5A6B	Philips Electronics Nederland BV
7C94B2	Philips Healthcare PCCI
001788	Philips Lighting BV
00095C	Philips Medical Systems - Cardiac and Monitoring Systems (CM
24E5AA	Philips Oral Healthcare, Inc.
0009FB	Philips Patient Monitoring
90F72F	Phillips Machine & Welding Co., Inc.
00C068	Philp Drake Electronics Ltd
6479A7	Phison Electronics Corp.
04C991	Phistek INC.
0060F5	Phobos FastEthernet for Unix WS
00212F	Phoebe Micro Inc.
D4000D	Phoenix Broadband Technologies, LLC.
00132B	Phoenix Digital
9C86DA	Phoenix Geophysics Ltd.
001B1D	Phoenix International Co., Ltd
000F59	Phonak AG
001923	Phonex Korea Co., LTD.
001496	Phonic Corp.
001F57	Phonik Innovation Co.,LTD
F0F7B3	Phorm
60B606	Phorus
000FA8	Photometrics, Inc.
00D098	Photon Dynamics Canada Inc.
00228C	Photon Europe GmbH
000473	Photonex Corporation
0016B3	Photonicbridges (China) Co., Ltd.
00035A	Photron Limited
00065E	Photuris, Inc.
002463	Phybridge Inc
002609	Phyllis Co., Ltd.
D052A8	Physical Graph Corporation
40BD9E	Physio-Control, Inc
502DF4	Phytec Messtechnik GmbH
7C7A53	Phytrex Technology Corp.
28E476	Pi-Coral
AC5036	Pi-Coral Inc
486E73	Pica8, Inc.
00085F	Picanol N.V.
001230	Picaso Infocommunication CO., LTD.
30142D	Piciorgros GmbH
0002EB	Pico Communications
0013CA	Pico Digital
C058A7	Pico Systems Co., Ltd.
40520D	Pico Technology
002510	Pico-Tesla Magnetic Therapies
042BBB	PicoCELA, Inc.
000485	PicoLight
0015E1	Picochip Ltd
001614	Picosecond Pulse Labs
00197B	Picotest Corp.
00101A	PictureTel Corp.
B4ED19	Pie Digital, Inc.
001849	Pigeon Point Systems LLC
E8995A	PiiGAB, Processinformation i Goteborg AB
001E84	Pika Technologies Inc.
004020	Pilkington Communication
001689	Pilkor Electronics Co., Ltd
000B08	Pillar Data Systems
3805AC	Piller Group GmbH
0025FE	Pilot Electronics Corporation
000568	Piltofish Networks AB
000248	Pilz GmbH & Co.
004F4B	Pine Technology Ltd.
0002F1	Pinetron Co., Ltd.
002194	Ping Communication
001F69	Pingood Technology Co., Ltd.
00C007	Pinnacle Data Systems Inc
00308D	Pinnacle Systems, Inc.
443C9C	Pintsch Tiefenbach GmbH
0006C4	Piolink Inc.
C83DFC	Pioneer DJ Corporation
000AAF	Pipal Systems
0023E6	Pirkus, Inc.
C8EE75	Pishion International Co. Ltd
001941	Pitney Bowes, Inc
002357	Pitronot Technologies and Engineering P.T.E. Ltd.
002542	Pittasoft
00176C	Pivot3, Inc.
B0A10A	Pivotal Systems Corporation
